message,priority,word_count,response_time_hours,customer_rating,department
"Issue report. Good morning, the email server threw an error once this morning but recovered. Needs looking at immediately. Cheers.",medium,20,33.9,,sales
"Emergency. Good morning, the HR system is completely down and the night shift cannot work at all! This is urgent. Everyone is impacted. Raising this formally. Let me know if you need more detail. Regards.",critical,35,3.7,,hr
"the mobile app problem. Hey, the mobile app is rejecting valid requests and THE onboarding team has no workaround. Please treat as top priority. It might just be me. Appreciate it.",high,31,1.6,,support
When you get a chance. Is there any chance we could look at the notice board eventually? Appreciate it.,low,,28.9,1,sales
"Low priority note. Team, Could someone update my desk chair at some point? I can send a screenshot if that helps. Thanks.",low,22,75.2,,support
"  Issue report. Hi all, We are seeing occasional timeouts on the print server. Please action right away. This has to be done today. Appreciate it.   ",low,25,9.6,5,engineering
  Need help with the checkout page. the checkout page is failing repeatedly and everyone cannot complete their work! Raising this formally. I have restarted my machine already. Thanks in advance. Only if you have time.   ,high,35,7.4,,operations
"the reporting database not working. Hi all, the reporting database is rejecting valid requests and the sales team has no workaround. Needs looking at immediately. Everyone is impacted. Let me know if you need more detail. Thanks in advance.",high,39,1.8,,finance
"Question about the CRM. Hi, everyone would like an update on the the CRM issue from last week. Not totally sure. Regards.!!!!!!!",medium,22,20.8,,engineering
"Please take a look. Team, Could someone check the backup job? all customers reported something odd. Please action right away. I have flagged this to my manager. Could be nothing. Cheers.",medium,31,26.5,,
"Small  suggestion.  Team,  Would be nice to tidy up the parking spreadsheet when there is time. Thank you.",low,18,41.8,,engineering
"Need help with the invoice tool. Morning, the invoice tool has been unavailable for over an hour and all customers is affected! Needs looking at immediately. We NEED this fixed by end of day. Please escalate this. I can send a screenshot if that helps.",high,45,2.6,,support
Slow performance. We are seeing occasional timeouts on the CRM. Low priority I imagine. Ticket reference REF-31461.,medium,,9.5,,finance
"the HR system acting up. Hi, A few people in the warehouse have mentioned the HR system being awkward. Many thanks.!!!!!!!",medium,21,20.7,,engineering
"Issue  report.  Hello,  We are seeing occasional timeouts on the invoice tool. Could be nothing. Thanks in advance.",medium,18,33.9,,finance
"Please take a look. Team, We are seeing occasional timeouts on the warehouse scanners. Let me know.",low,17,36.8,5,support
"URGENT: the invoice tool down. Hey, We have a full outage on the invoice tool affecting the FINANCE team. The whole company is affected. Raising this formally. Logged this at 9:56 today. Thanks.",critical,33,3.7,5,sales
"Minor thing. Team, Just noticed the meeting room projector looks a bit out of date. Logged this at 15:33 today.",low,20,58.8,,operations
"Repeated failures. Hi all, the booking system is rejecting valid requests and everyone has no workaround! Needs resolving within the hour. I have flagged this to my manager. No hurry.",high,30,5.9,3,support
"Idea for later. Hi team, Small suggestion about the meeting room projector for whenever you get to it. Thanks.",low,19,28.1,5,support
"Question about the login page. Team, We are seeing occasional timeouts on the login page. I think, anyway. Thanks in advance.",medium,21,22.7,2,engineering
Question about the backup job. A few people in the support desk have mentioned the backup job being awkward. Happy to give more information. Thanks.,high,25,37.8,5,support
"Need help with the checkout page. Good morning, the checkout page is rejecting valid requests and the finance team has no workaround! Deadline is tonight. Thanks in advance.",high,28,2.5,,hr
"Need help with the checkout page. Hello, We have lost access to the checkout page and the night shift is stuck. Regards.",high,22,5.7,,support
"the warehouse scanners problem. Good morning, the warehouse scanners has been unavailable for over an hour and everyone is affected. We need this ASAP. Appreciate it.",high,,8.3,,engineering
"Please take a look. Hi all, the booking system is running slower than usual for our EU users. Needs looking at immediately. Only if you have time. Happy to give more information. Thanks.",high,33,41.0,4,sales
"When you get a chance. Hi all, Is there any chance we could look at the meeting room projector eventually? Ticket reference REF-44475. Thanks in advance.",low,26,88.6,,engineering
"  Minor thing. Good morning, Is there any chance we could look at the notice board eventually? No rush at all. Cheers.   ",low,21,70.1,5,sales
"Low priority note. Hi team, Would be nice to tidy up the font on the intranet when there is time. I have restarted my machine already.",low,26,67.1,,sales
"Blocked - the booking system. Team, Errors on the booking system are now stopping everyone from processing anything. Everyone is impacted. Logged this at 16:21 today. Thank you.",medium,28,9.0,5,support
"OUTAGE - the checkout page. Good morning, Customer data on the checkout page appears to have been exposed. Please treat as top priority. This is affecting all customers. Ticket reference REF-26419.",critical,31,3.6,,engineering
"Blocked - the mobile app. Morning, the mobile app is failing repeatedly and everyone cannot complete their work! Please action right away. Let me know if you need more detail. Regards.",high,31,11.9,,operations
"Slow performance. Morning, all customers would like an update on the the warehouse scanners issue from last week. I can send a screenshot if that helps. Regards.",medium,27,11.7,4,support
"OUTAGE - the print server. Good morning, We have a full outage on the print server affecting our EU users! This is affecting all customers. I think, anyway. Let me know.",critical,31,2.5,5,hr
"Small suggestion. Good morning, Just noticed the office plant rota looks a bit out of date. Cheers.",low,17,94.4,,finance
"Need help with the VPN. Hello, the VPN has been unavailable for over an hour and the support desk is affected. Needs looking at immediately. Not totally sure. Let me know.",high,31,10.0,,engineering
"Question  about  the  HR system. Hey, the HR system threw an error once this morning but recovered. No hurry. Cheers.",medium,20,30.0,3,support
"When you get a chance. Team, Could someone update the parking spreadsheet at some point? Regards.",low,16,71.9,,sales
"Small suggestion. Hello, Just noticed the staff photo page looks a bit out of date. Only if you have time. Many thanks.",low,,68.7,,
"Low priority note. Hey, Could someone update the meeting room projector at some point? Appreciate it.",low,16,61.1,1,engineering
"Low priority note. Hi, Could someone update the office plant rota at some point? No hurry. Appreciate it.",low,18,34.5,,engineering
"Idea for later. Team, Would be nice to tidy up the coffee machine when there is time. Many thanks.",low,19,,3,support
"Slow performance. Morning, the onboarding team would like an update on the the mobile app issue from last week! Thanks.",medium,20,28.5,,operations
"Question about the email server. Good morning, A few people in our EU users have mentioned the email server being awkward. This affects every branch. No hurry. I think, anyway. Many thanks.!!!!!!!",medium,32,29.0,,
"Repeated failures. Hi, the backup job has been unavailable for over an hour and the onboarding team is affected. This has to be done today.",high,25,6.7,4,support
"Major incident. Morning, the email server has stopped processing and we are losing data. Needs looking at immediately. This affects every branch. Let me know if you need more detail. Thanks in advance.",high,33,1.8,4,operations
"When you <b>get</b> a chance. Hi all, Just noticed a typo on the about page looks a bit out of date. Whenever you get a chance. I can send a screenshot if that helps. Thanks in advance.",low,37,,,support
"the payment gateway not working. Team, the payment gateway is rejecting valid requests and the whole office has no workaround. This is affecting all customers. Needs resolving within the hour. I can send a screenshot if that helps. Thanks.",medium,39,11.7,,support
"Issue report. Good morning, Could someone check the checkout page? everyone reported something odd. No hurry. Let me know if you need more detail. Thank you.",medium,26,15.3,,hr
"Repeated failures. Team, the login page has been unavailable for over an hour and everyone is affected. Let me know if you need more detail. THANK you.",high,27,8.2,5,support
"URGENT: the CRM down. Team, Customer data on the CRM appears to have been exposed! All users are hitting this. Thanks in advance.",high,23,3.3,5,support
"  Major incident. Hi all, We have a full outage on the payment gateway affecting our EU users! Needs looking at immediately. This affects every branch. Many thanks.   ",critical,27,3.2,3,hr
"Question about the backup job. Hi team, the backup job is running slower than usual for our EU users. No hurry. Cheers.",medium,22,14.2,3,operations
Minor thing. Small suggestion about the office plant rota for whenever you get to it. Sorry to bother you with this. Appreciate it.!!!!!!!,low,,89.0,1,
"Need help <b>with</b> the reporting database. Hello, We have lost access to the reporting database and the sales team is stuck. Sorry to bother you with this. Thanks in advance.",high,,10.5,5,finance
"Question about the VPN. Team, A few people in the sales team have mentioned the VPN being awkward. Thank you.",medium,20,37.2,,sales
"Idea for later. Hi, No action needed right now, just noting a typo on the about page. I have restarted my machine already. Let me know.",low,26,31.4,,operations
"Idea for later. Hello, Would be nice to tidy up my desk chair when there is time. Logged this at 8:53 today. Many thanks.",low,24,76.3,,engineering
"Slow performance. <b>Hello,</b> the warehouse scanners is running slower than usual for the onboarding team. This is time critical. Thank you.",medium,21,13.1,,sales
"Idea for later. Hey, Would be nice to tidy up my desk chair when there is time. Sorry to bother you with this. Cheers.",low,24,68.2,,support
"Slow performance. Hi all, A few people in everyone have mentioned the API gateway being awkward. This is time critical. Whenever you get a chance. I think, anyway. Thanks in advance.",medium,31,32.9,,support
"Minor thing. Hi all, Is there any chance we could look at the parking spreadsheet eventually? Sorry to bother you with this. Thanks in advance.",low,25,69.5,,
"Blocked  -  the  print server. Morning, Errors on the print server are now stopping all customers from processing anything. Please action right away. This has to be done today. Thanks.",high,30,1.4,,support
"Small suggestion. Team, Would be nice to tidy up the office plant rota when there is time. I can send a screenshot if that helps. Cheers.",low,26,76.3,1,engineering
"Question about the reporting database. Hi team, A few people in the night shift have mentioned the reporting database being awkward. We need this ASAP. I have restarted my machine already. Thank you.!!!!!!!",medium,33,33.6,,finance
"the invoice tool acting up. Team, everyone would like an update on the the invoice tool issue from last week. I think, anyway. Thanks. THIS IS URGENT. !!!",medium,28,9.4,,hr
"Idea for later. Hey, No action needed right now, just noting the notice board. Please escalate this. Sorry to bother you with this. Thank you.",low,25,69.6,,engineering
"Small suggestion. Good morning, Just noticed the office plant rota looks a bit out of date. Low priority I imagine. I think, anyway.",low,23,19.4,,support
"Blocked - the HR system. Hello, the HR system is failing repeatedly and the sales team cannot complete their work! I have restarted my machine already. Regards.",,27,4.1,,sales
"Small suggestion. Morning, No action needed right now, just noting the staff photo page. No hurry. It might just be me. Thanks.",low,22,28.1,,support
"Minor thing. Team, No action needed right now, just noting the notice board. Thanks in advance.",low,,39.9,,support
"the login <b>page</b> acting up. Good morning, the login page threw an error once this morning but recovered! Happy to give more information. Thank you.",medium,25,23.0,,support
"Need help with the print server. Hi team, the print server is rejecting valid requests and all customers has no workaround. Everyone is impacted. Deadline is tonight. It might just be me. Cheers.",high,33,1.6,3,support
"the mobile app FULL OUTAGE. Hello, the mobile app is offline company-wide and nothing is going through. Please action right away. Raising this formally. Cheers.",critical,25,1.0,,support
When you <b>get</b> a chance. Just noticed the staff photo page looks a bit out of date. Thank you.,low,19,30.9,,support
"the  print  server  problem. Hi, the print server is failing repeatedly and the finance team cannot complete their work. This is urgent. All users ARE hitting this. Appreciate it.",critical,29,1.3,,support
"  Slow performance. Hi team, Could someone check the reporting database? everyone reported something odd. We need this fixed by end of day. Thanks.   ",medium,23,35.7,,finance
"Low priority note. Good morning, Would be nice to tidy up the notice board when there is time. Low priority I imagine. Happy to give more information. Appreciate it.",low,29,,,sales
"Need  help  with  the payment gateway. Morning, the payment gateway is failing repeatedly and the warehouse cannot complete their work. I think, anyway. Let me know.",medium,26,8.2,,
"Question  about  the  VPN. Hi all, We are seeing occasional timeouts on the VPN. All users are hitting this. Thanks in advance.",,22,17.1,,support
"Slow performance. Hey, the warehouse would like an update on THE the customer portal issue from last week. Sorry to bother you with this. I think, anyway. Logged this at 14:53 today. Thanks.!!!!!!!",medium,33,30.9,,hr
"Repeated  failures.  Morning,  the onboarding team is blocked because the VPN keeps timing out. Needs resolving within the hour. Raising this formally. Thanks.",high,23,9.1,2,operations
"Issue report. Hi team, A few people in the onboarding team have mentioned the mobile app being awkward. This affects every branch. Could be nothing. Let me know if you need more detail.",medium,33,39.2,1,sales
,medium,24,22.9,,engineering
"Idea for later. Good morning, Is there any chance we could look at the coffee machine eventually? Appreciate it.",,19,,,support
Small suggestion. Would be nice to tidy up the notice board when there is time. Sorry to bother you with this. It might just be me. Appreciate it.,low,28,,,support
"Ple<b>a</b>se take a look. Team, the warehouse would like an update on the the email server issue from last week. Sorry to bother you with this. Thanks.",medium,27,15.6,3,support
the CRM not working. Errors on the CRM are now stopping the whole office from processing anything! Cheers.,high,18,9.8,3,sales
"Low priority note. Team, Small suggestion about the staff photo page for whenever you get to it. Escalating to the director. Logged this at 16:37 today. Thanks in advance.",low,29,74.0,,hr
"  Question about the backup job. Team, the onboarding team would like an update on the the backup job issue from last week. Low priority I imagine. Ticket reference REF-15988. Thanks in advance.   ",medium,32,45.9,5,sales
"Please take a look. Hey, the VPN threw an error once this morning but recovered. No rush at all. I think, anyway. Logged this at 12:47 today. Thanks in advance.",medium,30,,,finance
"  Low priority note. Team, No action needed right now, just noting my desk chair. No rush at all. Thanks.   ",low,19,30.2,4,operations
"  Slow performance. Hi all, We are seeing occasional timeouts on the customer portal. Ticket reference REF-91895. Let me know.   ",medium,19,14.4,,engineering
"Low priority note. Hi team, Just noticed the meeting room projector looks a bit out of date. Regards.",low,18,35.6,,support
Major incident. the backup job has stopped processing and we are losing data. This is urgent. This is affecting all customers. I have flagged this to my manager. Could be nothing. Appreciate it.,critical,33,1.5,,support
"Idea for later. Morning, Would be nice to tidy up the office plant rota when there is time. I can send a screenshot if that helps. Many thanks.",low,28,46.1,,operations
"URGENT: the customer portal down. Hey, We have a FULL outage on the customer portal affecting everyone! Everyone is impacted. We need this fixed by end of day. Thank you.",critical,30,3.0,,sales
"Idea for later. Hey, Is there any chance we could look at my desk chair eventually? Whenever you get a chance. Thanks.",medium,22,86.5,4,
"the mobile app not working. Hello, the mobile app is failing repeatedly and the support desk cannot complete their work. Everyone is impacted. Ticket reference REF-74604. Let me know. Whenever you get a chance.",high,34,9.9,,support
"Issue report. Team, We are seeing occasional timeouts on the HR system! Sorry to bother you with this. It might just be me. Many thanks.",medium,,13.1,3,operations
"Small suggestion. <b>Hi</b> all, Could someone update the meeting room projector at some point? No hurry. Appreciate it.",low,18,27.8,,sales
"OUTAGE  -  the  HR system. Team, the HR system is completely down and the onboarding team cannot work at all! We need this ASAP. Needs resolving within the hour. It might just be me. Many thanks.",critical,36,1.1,,hr
"URGENT: the payment gateway down. Hello, the payment gateway is completely down and all customers cannot work at all! Please treat as top priority. Thank you.",critical,,,,support
"the payment gateway problem. Team, the warehouse is blocked because the payment gateway keeps timing out. This is time critical. Ticket REFERENCE REF-73490. Regards.",high,24,8.4,,support
Issue report. the reporting database is running slower than usual for all customers. Needs resolving within the hour. Appreciate it.!!!!!!!,medium,,46.4,,hr
"Small suggestion. Team, Small suggestion about the font on the intranet for whenever you get to it. Low priority I imagine. Regards.!!!!!!!",low,22,21.5,,
"Slow performance. <b>Good</b> morning, Could someone check the customer portal? the support desk reported something odd. No hurry. Thanks.",medium,19,9.1,,hr
"Emergency. Hi all, We have a full outage on the backup job affecting our EU users. Please action right away. Everyone is impacted. Please escalate this. Thanks in advance.!!!!!!!",critical,29,0.8,,hr
"Question about the payment gateway. Good morning, the finance team would like an update on the the payment gateway issue from last week. Please action right away. Raising this formally. It might just be me. Many thanks.",medium,37,33.7,,sales
"Ple<b>a</b>se take a look. Hey, We are seeing occasional timeouts on the CRM. Thank you.",medium,15,27.3,4,operations
"Slow performance. Hello, the email server is running slower than usual for the support desk. Thanks.",medium,16,29.1,,
the customer portal problem. Errors on the customer portal are now stopping everyone from processing anything. I have flagged this to my manager. Thanks in advance.,high,26,10.6,,finance
"Small suggestion. Team, Is there any chance we could look at the parking spreadsheet eventually? Sorry to bother you with this. Let me know if you need more detail.",low,29,54.0,,sales
Blocked - the reporting database. the warehouse is blocked because the reporting database keeps timing out. The whole company is affected. Thank you.,high,23,,,support
"When  you  get  a chance. Good morning, Could someone update the font on the intranet at some point? Logged this at 15:22 today. Appreciate it.",low,25,31.7,,support
"  Slow performance. Team, the payment gateway threw an error once this morning but recovered. Please action right away. Ticket reference REF-35071. Appreciate it.   ",medium,23,15.0,,engineering
"  OUTAGE - the booking system. Hey, the booking system is completely down and everyone cannot work at all! Everyone is impacted. Whenever you get a chance. Happy to give more information. Many thanks.   ",critical,,1.2,,engineering
"  Slow performance. Team, the invoice tool is running slower than usual for the support desk. This is time critical. Escalating to the director. I think, anyway. Ticket reference REF-95449. Many thanks.   ",medium,31,24.0,,hr
"Issue report. Hey, the mobile app is running slower than usual for all customers. I have restarted my machine already. Thank you.",medium,22,14.2,5,support
"Please take a look. Hello, the night shift would like an update on the the invoice tool issue from last week. The whole company is affected. No rush at all. Regards.",medium,31,41.7,3,
"  Major incident. Hey, the print server has stopped processing and we are losing data! This is urgent. The whole company is affected. Deadline is tonight. I think, anyway. I have restarted my machine already. Appreciate it.   ",critical,36,2.4,,hr
"Issue report. Hey, the print server threw an error once this morning but recovered. All users are hitting this. Whenever you get a chance. It might just be me. Regards.",medium,30,16.9,,hr
Idea for later. Could someone update the office plant rota at some point? Could be nothing. Regards.,low,17,63.1,2,sales
"Repeated failures. Hi, the payment gateway has been unavailable for over an hour and the finance team is affected! Everyone is impacted. I have flagged this to my manager. I have restarted my machine already. Regards.",medium,36,10.2,,engineering
"When you get a chance. Good morning, Small suggestion about the notice board for whenever you get to it. Needs resolving within the hour. No hurry. I have restarted my machine already. Cheers.",low,33,92.3,,support
"the email server acting up. Hi, the email server threw an error once this morning but recovered. Everyone is impacted. Sorry to bother you with this. I can send a screenshot if that helps. Regards.",high,35,15.0,,engineering
"Need help with the CRM. Hey, We have lost access to the CRM and the sales team is stuck. Everyone is impacted. Thank you.",high,24,5.8,,support
"Minor thing. Team, Just noticed the staff photo page looks a bit out of date. Thank you.",low,17,,4,sales
"Low priority note. Morning, Would be nice to tidy up a typo on the about page when there is time. Whenever you get a chance. Thank you.",low,27,83.9,,support
"Blocked - the reporting database. Hi, the reporting database is failing repeatedly and the warehouse cannot complete their work! The whole company is affected. Deadline is tonight. Please escalate this. Could be nothing. Let me know.",high,36,2.2,,support
"  Minor thing. Hi, No action needed right now, just noting a typo on the about page. I can send a screenshot if that helps. Regards.   ",low,25,72.9,1,finance
Small suggestion. Small suggestion about the office plant rota for whenever you get to it. No hurry. Let me know if you need more detail. Appreciate it.,low,27,35.3,4,support
"URGENT: the print server down. Hi team, Customer data on the print server appears to have been exposed. This is affecting all customers. Appreciate it.",critical,25,3.1,,finance
the CRM not working. the CRM has been unavailable for over an hour and the night shift is affected! Needs looking at immediately. Raising this formally. Thanks.,medium,27,1.4,1,operations
Small  suggestion.  Is  there any chance we could look at my desk chair eventually? Whenever you get a chance. Logged this at 13:13 today. Appreciate it.,,26,62.3,,operations
"Minor thing. Hey, Just noticed a typo on the about page looks a bit out of date. No rush at all. Happy to give more information.",low,26,73.5,4,finance
"Minor thing. Hi, Is there any chance we could look at the office plant rota eventually? Low priority I imagine. Many thanks.",low,,77.1,,support
"Small suggestion. <b>Hello,</b> Small suggestion about the meeting room projector for whenever you get to it. Only if you have time. Let me know if you need more detail. Thank you.",low,31,82.7,5,support
"Repeated failures. Hello, We have lost access to the warehouse scanners and the finance team is stuck. This is affecting all customers. Deadline is tonight. It might just be me.",high,30,,,operations
"the customer portal FULL OUTAGE. Hello, the customer portal is offline company-wide and nothing is going through! Please treat as top priority. All users are hitting this. Needs resolving within the hour. RAISING this formally. Let me know. Sorry to bother you with this.",high,44,3.4,,support
"the login page not working. Good morning, Errors on the login page are now stopping our EU users from processing anything! Needs looking at immediately. This AFFECTS every branch. Ticket reference REF-24047. Thanks.",high,33,2.3,,support
"Question about the payment gateway. Hi all, We are seeing occasional timeouts on the payment gateway. Whenever you get a chance. Let me know if you need more detail. Thanks in advance.",medium,32,25.4,,finance
"When you get a chance. Hello, Just noticed the meeting room projector looks a bit out of date. Thanks.",low,19,33.5,,finance
"the booking system not working. Hi, the night shift is blocked because the booking system keeps timing out. This is urgent. Everyone is impacted. Raising this formally. Let me know if you need more detail. Regards.",high,36,,1,engineering
"Small suggestion. Hi, Small suggestion about the notice board for whenever you get to it. Sorry to bother you with this. Thanks in advance.",low,24,26.8,,sales
"When you get a chance. Hi team, Just noticed the coffee machine looks a bit out of date. Thanks in advance. PLEASE ACTION RIGHT AWAY. !!!!!!!!!!",low,26,,,hr
"URGENT: the HR system down. Hey, We have a full outage on the HR system affecting the warehouse! Everyone is impacted. Let me know if you need more detail. Appreciate it.",critical,31,0.2,,engineering
"Idea for later. Good morning, Could someone update the staff photo page at some point? Only if you have time. Regards.",low,,,,support
"Issue report. Hi all, the CRM is running slower than usual for the warehouse. Needs looking at immediately. Not totally sure. Cheers.",low,22,19.6,,hr
"Low priority note. Team, Could someone update the parking spreadsheet at some point? No rush at all. Logged this at 8:23 today. Appreciate it.",low,24,88.5,,
"Major incident. Hi team, We have a full outage on the login page affecting the warehouse. Please treat as top priority. This affects every branch. This has to be done today. Happy to give more information. Cheers.",critical,37,2.0,,finance
,medium,,27.2,,
"Blocked - the payment gateway. Hi team, the onboarding team is blocked because the payment gateway keeps timing out. This is urgent. Raising this formally. Not totally sure. I have restarted my machine already. Thanks in advance.",high,37,1.4,,engineering
"When you get a chance. Hi team, No action needed right now, just noting the coffee machine. Only if you have time. Logged this at 13:20 today.",low,27,95.4,4,hr
"the booking system acting up. Hey, A few people in the night shift have mentioned the booking system being awkward. Escalating to the director. Thanks in advance.",medium,27,10.1,,engineering
"When you get a chance. Hello, Would be nice to tidy up the coffee machine when there is time. Sorry to bother you with this. Could be nothing. Let me know.",low,31,85.8,,support
"OUTAGE - the invoice tool. Hi team, We have a full outage on the invoice tool affecting the support desk. THIS is time critical. Thanks in advance.",critical,27,3.3,,finance
"the VPN <b>problem.</b> Morning, everyone is blocked because the VPN keeps timing out. Thanks.",high,14,2.6,,engineering
Issue report. A few people in our EU users have mentioned the reporting database being awkward. Let me know if you need more detail. Many thanks. PLEASE ACTION RIGHT AWAY. !!!,medium,31,46.1,,hr
"Minor thing. Team, Just noticed the staff photo page looks a bit out of date. Sorry to bother you with this. Let me know.",low,24,65.8,2,operations
"When you get a chance. Hey, No action needed right now, just noting my desk chair. No rush at all. Let me know if you need more detail. Regards.",low,29,21.8,5,support
"Major incident. Team, the reporting database is offline company-wide and nothing is going through. This is urgent. Everyone is impacted. Only if you have time. Logged this at 8:45 today. Appreciate it.",critical,32,2.8,3,engineering
"When you get a chance. Hi team, Just noticed the office plant rota looks a bit out of date. No rush at all. I have restarted my machine already. Thanks.",low,30,78.9,4,sales
"Slow performance. Hello, the print server is running slower than usual for our EU users. No rush at all. Regards.",low,20,40.6,4,sales
"Blocked - the print server. Hi all, the print server is failing repeatedly and the support desk cannot complete their work! Deadline is tonight. Happy to give more information. Many thanks.",high,31,,,finance
"When  you  get  a chance. Hello, Just noticed the font on the intranet looks a bit out of date. Needs resolving within the hour. Appreciate it.",low,26,29.7,2,engineering
"Need help with the CRM. Hello, the support desk is blocked because the CRM keeps timing out! All users are hitting this. This has to be done today. Happy to give more information.",high,33,6.3,1,support
the  customer  portal  acting up. We are seeing occasional timeouts on the customer portal. This is urgent. This is affecting all customers. Needs resolving within the hour. Let me know.,medium,30,14.6,,hr
"Blocked - the reporting database. Hi team, Errors on the reporting database are now stopping our EU users from processing anything. Deadline is tonight. Let me know.",high,27,9.0,,finance
"When you get a chance. Good morning, No action needed right now, just noting the notice board. Please treat as top priority. Only if you have time. It might just be me. Thank you.",low,34,57.9,1,engineering
"  the booking system not working. Team, the support desk is blocked because the booking system keeps timing out! Thank you.   ",high,20,3.5,4,engineering
"Idea for later. Hi team, Could someone update the meeting room projector at some point? Only if you have time. I think, anyway. Many thanks.",low,25,,,engineering
"Question about the print server. Morning, the warehouse would like an update on the the print server issue from last week. Everyone is impacted. Cheers.",medium,,8.0,,support
"Slow performance. Hi team, the CRM is running slower than usual for the onboarding team. Could be nothing. Ticket reference REF-67651. Thank you.!!!!!!!",medium,23,46.8,,support
"Idea for later. Hi team, Is there any chance we could look at the parking spreadsheet eventually? Thanks in advance.",low,20,55.9,,operations
"the booking system acting up. Hi team, A few people in the warehouse have mentioned the booking system being awkward. Appreciate it.",medium,22,10.9,1,operations
"Idea for later. Hello, Is there any chance we could look at my desk chair eventually? No rush at all. I can send a screenshot if that helps. Many thanks.",low,,86.7,,support
"Question about the invoice tool. Hello, the invoice tool threw an error once this morning but recovered. Regards.",medium,18,24.9,,operations
"Low priority note. Hi team, Could someone update a typo on the about page at some point? I have restarted my machine already. Let me know. WE NEED THIS ASAP. !!!",low,31,78.7,1,support
"Blocked - the CRM. Good morning, the finance team is blocked because the CRM keeps timing out. Please treat as top priority. This is affecting all customers. I have flagged this to my manager. Let me know.",high,37,2.8,,engineering
"Low priority note. Hi all, No action needed right now, just noting the font on the intranet. No hurry. Thanks in advance.",low,22,44.4,2,hr
Small suggestion. Small suggestion about the coffee machine for whenever you get to it. No rush at all. I have restarted my machine already.,low,24,33.7,,hr
,low,31,47.0,,finance
"Blocked - the VPN. Good morning, the VPN is failing repeatedly and the onboarding team cannot complete their work. Please action right away. Needs resolving within the hour. Thanks in advance.",high,,5.9,3,support
"Minor thing. Hey, Is there any chance we could look at the office plant rota eventually? Whenever you get a chance. Thank you.",low,23,,,operations
"Major incident. Good morning, We have a full outage on the mobile app affecting the night shift! This affects every branch. Deadline is tonight. I can send a screenshot if that helps. Cheers.",critical,33,2.8,,support
"Please take a look. Team, A few people in the whole office have mentioned the payment gateway being awkward. Let me know if you need more detail. Let me know.",medium,30,29.9,,hr
"the VPN FULL OUTAGE. Hey, the VPN is completely down and all customers cannot work at all. Please action right away.",critical,21,3.6,,support
"  Minor thing. Good morning, Small suggestion about the parking spreadsheet for whenever you get to it. No hurry.   ",low,18,68.0,5,engineering
"Slow performance. <b>Hi</b> team, the API gateway is running slower than usual for the warehouse. Please treat as top priority. Could be nothing. Thanks in advance.",medium,26,37.9,,hr
Slow  performance.  the  API gateway is running slower than usual for the warehouse. No hurry. Happy to give more information. Thank you. PLEASE TREAT AS TOP PRIORITY. !!!,medium,28,33.8,,hr
"the API gateway FULL OUTAGE. Good morning, the API gateway has stopped processing and we are losing data. This is time critical. The whole company is affected. Raising this formally. Ticket reference REF-44286. Many thanks.",critical,35,3.5,4,support
"the reporting database problem. Hi team, the reporting database is failing repeatedly and our EU users cannot complete their work. This is urgent. I can send a screenshot if that helps.",high,31,6.5,,support
"Repeated failures. Hey, the login page is failing repeatedly and the support desk cannot complete their WORK. We need this fixed by end of day. Happy to give more information. Appreciate it.",high,32,2.4,,engineering
"Idea for later. Hey, Is there any chance we could look at a typo on the about page eventually? Ticket reference REF-82847. Many thanks.",low,24,83.6,,support
"the  payment  gateway  acting up. Morning, A few people in our EU users have mentioned the payment gateway being awkward. Happy to give more information. Thanks.",high,26,27.7,,
"Low priority note. No action needed right now, just noting a typo on the about page. No hurry. Regards.",low,19,69.9,,finance
"  Question about the booking system. Morning, everyone would like an update on the the booking system issue from last week. This is urgent. Raising this formally. No rush at all. I can send a screenshot if that helps. Let me know.   ",high,41,44.1,5,finance
"Minor thing. Hello, Would be nice to tidy up the font on the intranet when there is time. Whenever you get a chance. Thanks in advance.",medium,26,43.0,,
"the customer portal problem. Hi team, the customer portal has been unavailable for over an hour and the onboarding team is affected. Could be nothing. Regards.",high,26,,,support
"Low priority note. No action needed right now, just noting the notice board. Low priority I imagine. Thanks in advance.",low,20,30.8,,operations
"the backup <b>job</b> not working. Hi all, the backup job is failing repeatedly and everyone cannot complete their work. Please action right away. All users are hitting this. Cheers.",high,29,5.5,,engineering
"  the customer portal FULL OUTAGE. Hello, the customer portal is offline company-wide and nothing is going through! This is time critical. All users are hitting this. Needs resolving within the HOUR. Regards.   ",critical,,1.7,,hr
URGENT: the payment gateway down. the payment gateway has stopped processing and we are losing data. Please treat as top priority. This is affecting all customers. This has to be done today. Raising this formally. Logged this at 13:30 today.,critical,40,0.9,,operations
"Need help with the login page. Morning, the login page has been unavailable for over an hour and the finance team is affected. Everyone is impacted. Deadline is tonight. Happy to give more information.!!!!!!!",high,34,2.7,,operations
"When  you  get  a chance. Hello, Is there any chance we could look at the office plant rota eventually? Whenever you get a chance. Regards.",low,25,69.0,5,support
"Slow performance. Hi all, Could someone check the email server? the onboarding team reported something odd. This is urgent. We need this fixed by end of day. It might just be me. Let me know.",medium,35,8.9,,sales
"Idea for later. Team, Just noticed the font on the intranet looks a bit out of date. Only if you have time. Ticket reference REF-87020.",low,25,43.8,2,support
"Question about the CRM. Hello, We are seeing occasional timeouts on the CRM. This is affecting all customers. Please escalate this. Many thanks.",medium,23,26.3,3,support
